Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=100, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

Number of Runs Persisting to 500 Generations: 100
Average Persistence: 500.0	Standard Error: 0.000

GEN\tNRUN\tTVEG\tERR1\tTREP\tERR2\t\AGE\tERR3\tEMPTY	ERR4	LREP	ERR5	MATE	ERR6
0	100	250.0	0.000	0.0	0.000	1.0	0.000	.	.	.	.	.	.
1	100	19.7	0.903	226.3	0.475	1.9	0.165	5601.5	9.177	226.3	0.475	180.2	0.407
2	100	17.4	0.733	232.4	0.875	2.8	0.190	5600.0	9.589	232.4	0.875	186.2	0.790
3	100	27.4	0.681	235.8	1.346	3.4	0.168	5606.0	9.774	235.8	1.346	189.2	1.178
4	100	38.5	0.764	248.4	1.617	3.9	0.205	5621.5	9.047	248.4	1.617	199.1	1.405
5	100	49.8	0.848	268.4	1.793	4.3	0.166	5640.4	8.317	268.4	1.793	214.7	1.550
6	100	54.5	0.746	296.2	2.016	4.7	0.239	5659.4	8.309	296.2	2.016	236.2	1.699
7	100	56.2	0.831	326.7	2.198	5.0	0.210	5663.5	8.535	326.7	2.198	258.5	1.848
8	100	59.2	0.888	357.5	2.311	5.3	0.181	5664.0	8.303	357.5	2.311	280.5	1.970
9	100	62.0	0.919	389.9	2.637	5.6	0.253	5657.5	7.784	389.9	2.637	302.7	2.272
10	100	63.5	0.831	422.5	2.834	5.9	0.263	5649.3	7.334	422.5	2.834	325.1	2.524
11	100	64.3	0.835	454.3	2.900	6.2	0.186	5638.8	7.362	454.3	2.900	346.3	2.666
12	100	64.8	0.902	485.5	3.007	6.5	0.242	5625.6	7.346	485.5	3.007	366.6	2.875
13	100	63.9	0.751	515.7	3.153	6.8	0.297	5612.1	6.767	515.7	3.153	386.2	3.117
14	100	64.8	0.835	543.9	3.258	7.1	0.246	5596.5	6.652	543.9	3.258	404.1	3.298
15	100	65.5	0.894	570.5	3.250	7.4	0.237	5583.8	6.562	570.5	3.250	420.8	3.380
16	100	66.4	0.845	596.4	3.524	7.7	0.292	5567.8	6.224	596.4	3.524	436.6	3.667
17	100	63.9	0.844	623.3	3.683	8.0	0.286	5553.9	6.019	623.3	3.683	453.0	3.835
18	100	62.8	0.772	646.5	3.779	8.3	0.240	5542.5	6.370	646.5	3.779	466.8	3.964
19	100	64.7	0.956	666.6	3.875	8.6	0.303	5528.8	6.273	666.6	3.875	478.5	4.070
20	100	63.1	0.877	688.0	4.034	8.9	0.290	5517.0	5.913	688.0	4.034	491.0	4.245
21	100	62.4	0.889	705.7	3.996	9.2	0.281	5506.2	6.396	705.7	3.996	501.1	4.346
22	100	63.1	0.903	722.5	4.146	9.5	0.292	5499.0	6.390	722.5	4.146	510.2	4.506
23	100	62.7	0.882	739.5	4.225	9.8	0.333	5488.3	6.298	739.5	4.225	519.3	4.715
24	100	62.3	0.794	755.6	4.057	10.0	0.307	5478.0	6.072	755.6	4.057	527.2	4.635
25	100	61.7	0.839	769.1	4.067	10.3	0.291	5473.7	6.199	769.1	4.067	533.3	4.698
26	100	62.3	0.806	780.1	4.063	10.6	0.346	5462.5	6.536	780.1	4.063	538.2	4.720
27	100	61.5	0.986	792.8	4.275	10.9	0.342	5458.1	6.370	792.8	4.275	544.0	4.911
28	100	60.6	0.779	803.5	4.386	11.2	0.312	5453.9	6.304	803.5	4.386	548.3	4.916
29	100	60.2	0.789	814.4	4.414	11.4	0.323	5448.9	6.234	814.4	4.414	552.8	4.960
30	100	61.5	0.894	821.2	4.503	11.7	0.356	5444.5	6.240	821.2	4.503	554.3	5.035
31	100	60.3	0.860	831.7	4.572	11.9	0.359	5440.8	6.220	831.7	4.572	559.6	5.127
32	100	60.4	0.830	839.4	4.618	12.2	0.320	5436.0	6.359	839.4	4.618	562.3	5.091
33	100	60.1	0.875	847.7	4.500	12.4	0.352	5432.2	6.111	847.7	4.500	565.1	5.083
34	100	59.6	0.821	854.4	4.495	12.7	0.339	5429.2	5.954	854.4	4.495	567.2	5.131
35	100	60.1	0.871	859.9	4.633	12.9	0.370	5425.4	5.937	859.9	4.633	568.5	5.224
36	100	59.8	0.874	863.6	4.759	13.1	0.354	5423.2	6.128	863.6	4.759	568.4	5.243
37	100	61.4	0.927	867.9	4.871	13.3	0.348	5420.0	6.025	867.9	4.871	568.2	5.296
38	100	61.6	0.828	873.5	4.869	13.5	0.357	5416.0	6.161	873.5	4.869	569.0	5.326
39	100	60.4	0.831	878.7	4.966	13.7	0.383	5416.4	6.019	878.7	4.966	569.3	5.371
40	100	60.3	0.923	882.7	4.856	13.9	0.354	5414.7	6.136	882.7	4.856	569.2	5.344
41	100	60.3	0.819	887.2	5.026	14.1	0.357	5414.6	6.234	887.2	5.026	569.2	5.499
42	100	59.4	0.842	888.8	4.880	14.3	0.363	5413.2	6.349	888.8	4.880	568.0	5.387
43	100	60.9	0.823	890.5	4.888	14.5	0.376	5410.8	6.456	890.5	4.888	566.5	5.303
44	100	60.0	0.876	893.5	4.874	14.7	0.385	5411.1	6.414	893.5	4.874	565.7	5.268
45	100	58.4	0.853	896.7	5.028	14.8	0.394	5410.4	6.452	896.7	5.028	565.3	5.397
46	100	60.1	0.789	898.4	5.075	15.0	0.381	5407.5	6.599	898.4	5.075	563.4	5.451
47	100	59.8	0.900	899.7	5.083	15.1	0.367	5406.3	6.781	899.7	5.083	561.6	5.532
48	100	60.2	0.965	901.7	5.078	15.3	0.402	5403.9	6.945	901.7	5.078	559.7	5.498
49	100	59.2	0.913	903.0	5.070	15.4	0.382	5404.9	6.739	903.0	5.070	557.1	5.468
50	100	59.2	0.833	904.3	5.182	15.6	0.394	5402.3	7.190	904.3	5.182	554.9	5.631
51	100	58.5	0.861	903.7	5.032	15.8	0.400	5403.8	7.484	903.7	5.032	551.4	5.491
52	100	61.0	0.888	903.1	5.032	15.9	0.411	5404.3	7.344	903.1	5.032	547.4	5.491
53	100	59.8	0.828	906.0	5.001	16.0	0.420	5404.9	7.134	906.0	5.001	545.4	5.569
54	100	60.4	0.933	904.8	4.951	16.1	0.393	5404.8	7.063	904.8	4.951	541.9	5.576
55	100	61.5	0.766	905.1	5.112	16.2	0.374	5406.1	6.945	905.1	5.112	538.8	5.647
56	100	60.1	1.023	907.1	5.136	16.3	0.393	5407.4	7.240	907.1	5.136	536.7	5.703
57	100	60.1	0.931	907.3	5.249	16.4	0.394	5408.1	7.297	907.3	5.249	533.5	5.814
58	100	59.0	0.935	906.5	5.292	16.5	0.406	5408.1	7.371	906.5	5.292	529.6	5.877
59	100	60.2	0.942	905.1	5.369	16.6	0.419	5408.8	7.404	905.1	5.369	525.9	5.909
60	100	59.1	0.851	904.8	5.485	16.7	0.409	5411.2	7.465	904.8	5.485	522.6	5.990
61	100	59.2	0.866	904.4	5.480	16.8	0.414	5410.0	7.435	904.4	5.480	519.8	6.084
62	100	59.8	0.896	903.4	5.469	16.9	0.406	5410.6	7.336	903.4	5.469	515.7	6.106
63	100	58.4	0.809	903.0	5.499	17.0	0.415	5412.0	7.299	903.0	5.499	511.6	6.164
64	100	58.5	0.851	902.3	5.445	17.1	0.424	5414.0	7.404	902.3	5.445	507.6	6.141
65	100	59.3	0.955	899.4	5.245	17.2	0.415	5416.9	7.148	899.4	5.245	502.4	6.139
66	100	59.2	0.858	898.1	5.225	17.2	0.399	5418.3	7.066	898.1	5.225	498.6	6.120
67	100	58.9	0.890	896.9	5.162	17.3	0.392	5420.6	7.145	896.9	5.162	494.7	6.238
68	100	58.9	0.966	895.3	5.088	17.4	0.407	5422.6	7.373	895.3	5.088	490.0	6.243
69	100	58.5	0.854	894.2	5.087	17.5	0.414	5422.6	7.428	894.2	5.087	486.4	6.242
70	100	57.0	0.923	890.6	5.213	17.5	0.415	5427.9	7.231	890.6	5.213	480.7	6.231
71	100	58.8	0.932	887.3	5.266	17.6	0.420	5428.6	7.117	887.3	5.266	475.5	6.302
72	100	59.8	0.862	885.7	5.379	17.6	0.411	5429.6	7.218	885.7	5.379	471.9	6.331
73	100	58.0	0.928	884.4	5.417	17.7	0.415	5432.5	7.055	884.4	5.417	467.9	6.328
74	100	57.3	0.913	882.7	5.512	17.7	0.390	5434.8	7.360	882.7	5.512	464.0	6.366
75	100	57.8	0.835	880.7	5.556	17.8	0.389	5437.0	7.307	880.7	5.556	459.6	6.502
76	100	58.2	0.869	880.6	5.628	17.8	0.414	5435.7	7.369	880.6	5.628	456.4	6.522
77	100	58.2	0.928	879.7	5.635	17.9	0.409	5437.4	7.300	879.7	5.635	453.1	6.560
78	100	58.0	0.833	877.6	5.642	17.9	0.414	5440.6	7.385	877.6	5.642	449.4	6.703
79	100	58.0	0.871	876.1	5.537	17.9	0.414	5444.6	7.486	876.1	5.537	446.1	6.753
80	100	58.6	1.031	874.7	5.594	17.9	0.407	5446.6	7.496	874.7	5.594	443.7	6.805
81	100	56.8	0.949	874.2	5.612	18.0	0.426	5447.5	7.395	874.2	5.612	441.0	6.760
82	100	58.2	0.869	871.0	5.579	18.0	0.417	5449.3	7.362	871.0	5.579	436.3	6.773
83	100	57.3	0.960	869.8	5.489	18.1	0.430	5449.9	7.243	869.8	5.489	434.2	6.795
84	100	57.7	0.941	867.7	5.525	18.1	0.403	5451.5	7.307	867.7	5.525	431.4	6.845
85	100	57.9	0.972	865.5	5.410	18.1	0.412	5454.6	7.074	865.5	5.410	427.9	6.916
86	100	57.0	0.879	864.3	5.553	18.1	0.424	5457.3	6.807	864.3	5.553	425.2	6.957
87	100	56.6	0.970	862.9	5.371	18.2	0.425	5458.8	6.534	862.9	5.371	422.9	6.992
88	100	56.0	0.814	861.5	5.501	18.2	0.413	5462.3	6.476	861.5	5.501	420.9	7.081
89	100	56.4	0.851	859.8	5.557	18.3	0.408	5464.8	6.599	859.8	5.557	418.2	7.004
90	100	55.7	0.944	857.4	5.493	18.3	0.409	5469.1	6.470	857.4	5.493	415.6	7.144
91	100	56.4	0.897	854.1	5.389	18.3	0.418	5469.5	6.536	854.1	5.389	411.8	7.148
92	100	56.5	0.859	852.0	5.545	18.3	0.434	5472.5	6.569	852.0	5.545	408.4	7.177
93	100	56.3	0.919	850.2	5.608	18.3	0.414	5476.3	6.436	850.2	5.608	405.7	7.205
94	100	55.4	0.819	848.4	5.453	18.4	0.414	5478.4	6.560	848.4	5.453	403.0	7.191
95	100	56.6	1.025	846.2	5.456	18.4	0.408	5480.2	6.767	846.2	5.456	399.7	7.142
96	100	55.9	0.976	844.8	5.570	18.4	0.421	5483.8	6.717	844.8	5.570	397.0	7.187
97	100	55.5	0.915	843.1	5.584	18.4	0.410	5485.5	6.760	843.1	5.584	394.5	7.299
98	100	55.6	0.941	840.8	5.615	18.4	0.411	5487.2	6.974	840.8	5.615	391.8	7.310
99	100	55.9	0.903	837.8	5.739	18.4	0.410	5489.0	7.313	837.8	5.739	388.8	7.402
100	100	53.5	0.841	836.6	5.635	18.5	0.417	5494.5	7.479	836.6	5.635	386.0	7.411
101	100	54.7	0.926	833.1	5.735	18.5	0.399	5496.0	7.594	833.1	5.735	382.3	7.444
102	100	54.0	0.888	831.9	5.904	18.5	0.403	5496.9	7.677	831.9	5.904	380.0	7.556
103	100	52.5	0.898	828.7	5.810	18.5	0.414	5502.5	7.794	828.7	5.810	376.9	7.578
104	100	54.2	1.036	823.5	5.802	18.5	0.407	5506.0	7.767	823.5	5.802	372.8	7.505
105	100	53.8	0.948	821.8	5.950	18.6	0.404	5508.1	7.589	821.8	5.950	370.2	7.524
106	100	52.9	0.847	821.0	6.088	18.6	0.382	5507.7	7.430	821.0	6.088	368.3	7.512
107	100	51.2	0.915	818.6	5.984	18.7	0.425	5510.3	7.404	818.6	5.984	365.6	7.518
108	100	53.2	0.962	813.2	5.954	18.7	0.416	5514.1	7.544	813.2	5.954	362.1	7.476
109	100	51.7	0.918	811.9	5.982	18.8	0.436	5515.7	7.787	811.9	5.982	360.2	7.458
110	100	52.5	0.846	808.1	5.884	18.7	0.435	5517.7	7.494	808.1	5.884	357.4	7.439
