Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

Number of Runs Persisting to 500 Generations: 45
Average Persistence: 497.4	Standard Error: 1.352

GEN\tNRUN\tTVEG\tERR1\tTREP\tERR2\t\AGE\tERR3\tEMPTY	ERR4	LREP	ERR5	MATE	ERR6
0	50	250.0	0.000	0.0	0.000	1.0	0.000	.	.	.	.	.	.
1	50	13.3	0.527	224.6	0.722	1.9	0.238	5588.2	14.049	224.6	0.722	179.1	0.594
2	50	11.4	0.548	225.7	0.684	2.8	0.282	5583.4	14.304	225.7	0.684	180.0	0.592
3	50	22.6	0.731	225.1	0.896	3.5	0.262	5593.2	14.595	225.1	0.896	179.6	0.754
4	50	38.0	0.966	233.0	1.193	4.0	0.261	5606.5	15.230	233.0	1.193	185.7	0.988
5	50	50.5	0.946	254.6	1.464	4.3	0.238	5628.4	14.474	254.6	1.464	203.4	1.242
6	50	54.9	1.133	284.0	1.794	4.6	0.336	5649.4	13.174	284.0	1.794	227.0	1.640
7	50	57.6	1.046	316.3	2.047	4.9	0.332	5671.3	13.571	316.3	2.047	251.6	1.918
8	50	58.6	1.046	349.1	2.226	5.3	0.231	5686.2	12.689	349.1	2.226	274.9	2.072
9	50	63.0	1.182	380.7	2.531	5.5	0.338	5677.4	11.715	380.7	2.531	296.9	2.424
10	50	61.2	0.934	415.3	2.883	5.8	0.400	5668.2	10.948	415.3	2.883	320.9	2.824
11	50	63.2	1.225	444.3	2.932	6.1	0.252	5661.6	11.542	444.3	2.932	339.9	3.093
12	50	65.6	1.256	474.8	3.208	6.4	0.322	5650.2	10.616	474.8	3.208	359.8	3.282
13	50	66.0	1.320	506.6	3.307	6.7	0.419	5625.2	10.469	506.6	3.307	380.6	3.382
14	50	66.4	1.080	537.0	3.798	7.0	0.373	5614.0	10.728	537.0	3.798	400.4	3.795
15	50	63.6	1.034	565.3	4.087	7.3	0.311	5602.0	10.204	565.3	4.087	418.2	4.100
16	50	67.1	1.439	590.8	4.100	7.6	0.425	5587.6	10.912	590.8	4.100	434.2	4.083
17	50	64.8	1.123	619.1	4.140	7.9	0.424	5572.7	10.417	619.1	4.140	452.3	4.233
18	50	65.1	0.996	642.4	4.117	8.2	0.307	5558.2	10.080	642.4	4.117	466.5	4.304
19	50	65.4	1.011	663.8	4.138	8.5	0.410	5547.8	10.044	663.8	4.138	478.9	4.581
20	50	66.4	1.198	685.9	3.923	8.8	0.471	5534.4	10.163	685.9	3.923	491.5	4.712
21	50	64.9	1.186	706.7	4.142	9.1	0.383	5522.7	9.335	706.7	4.142	503.6	4.817
22	50	64.1	1.215	725.7	4.219	9.4	0.396	5514.6	9.778	725.7	4.219	514.5	4.947
23	50	63.7	1.059	741.9	4.409	9.7	0.489	5505.1	9.654	741.9	4.409	523.1	5.049
24	50	63.7	1.163	758.1	4.388	9.9	0.422	5497.1	9.374	758.1	4.388	531.9	5.173
25	50	61.9	1.130	773.4	4.369	10.2	0.421	5486.1	9.524	773.4	4.369	539.6	5.124
26	50	61.7	1.188	787.5	4.414	10.5	0.467	5480.3	9.349	787.5	4.414	546.7	5.112
27	50	59.8	1.186	799.5	4.545	10.8	0.498	5475.5	9.120	799.5	4.545	552.0	5.240
28	50	60.6	1.100	809.0	4.757	11.1	0.436	5466.0	8.888	809.0	4.757	555.4	5.420
29	50	60.6	1.060	817.7	4.677	11.4	0.439	5458.0	8.835	817.7	4.677	558.9	5.402
30	50	58.6	1.276	827.5	4.473	11.6	0.475	5452.3	9.344	827.5	4.473	563.0	5.443
31	50	58.7	1.033	835.4	4.630	11.9	0.478	5445.7	9.123	835.4	4.630	565.9	5.598
32	50	61.1	1.255	841.1	4.627	12.2	0.493	5440.7	9.103	841.1	4.627	567.0	5.637
33	50	60.3	1.185	849.5	4.637	12.4	0.502	5436.9	9.163	849.5	4.637	570.3	5.711
34	50	61.3	1.018	856.6	4.801	12.6	0.539	5437.1	9.619	856.6	4.801	572.4	5.999
35	50	59.8	1.058	860.4	4.880	12.9	0.494	5438.0	9.950	860.4	4.880	572.0	6.157
36	50	57.8	1.344	865.0	5.054	13.1	0.503	5435.4	9.662	865.0	5.054	571.7	6.418
37	50	59.2	1.205	868.4	5.082	13.3	0.534	5434.3	9.419	868.4	5.082	570.4	6.413
38	50	61.3	1.310	871.5	5.005	13.5	0.497	5427.4	8.858	871.5	5.005	569.3	6.421
39	50	61.0	1.238	877.4	5.371	13.7	0.522	5422.5	8.270	877.4	5.371	570.3	6.549
40	50	60.0	1.221	880.5	5.497	14.0	0.559	5420.2	8.389	880.5	5.497	569.5	6.666
41	50	59.0	1.058	883.6	5.201	14.1	0.550	5418.6	8.534	883.6	5.201	568.4	6.775
42	50	59.4	1.374	885.5	5.124	14.3	0.530	5416.8	8.640	885.5	5.124	566.9	6.599
43	50	60.8	1.351	889.1	5.199	14.5	0.513	5414.4	8.503	889.1	5.199	566.8	6.747
44	50	60.1	1.259	894.5	5.240	14.7	0.537	5409.6	8.917	894.5	5.240	566.9	6.656
45	50	59.5	1.133	896.7	5.398	14.8	0.540	5409.2	8.946	896.7	5.398	565.1	6.824
46	50	61.1	1.005	898.5	5.433	15.0	0.542	5406.6	8.808	898.5	5.433	564.7	6.589
