Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
232	0.435	0.017	0.324	0.010	26.106	1.160	355712.188	35517.578	1463.131	40.528	0.058	0.002	0.887	0.056	0.319	0.027
233	0.425	0.017	0.326	0.010	25.355	1.169	337038.094	34393.934	1442.333	41.973	0.057	0.002	0.847	0.059	0.313	0.025
234	0.425	0.018	0.324	0.010	25.234	1.154	334916.344	34385.875	1433.764	41.541	0.053	0.002	0.756	0.060	0.273	0.031
235	0.426	0.018	0.325	0.010	25.266	1.178	336611.625	34720.219	1426.528	41.889	0.053	0.002	0.719	0.046	0.262	0.021
236	0.432	0.018	0.331	0.010	25.607	1.174	341682.750	33627.711	1439.904	42.195	0.053	0.002	0.731	0.052	0.260	0.023
237	0.433	0.019	0.328	0.010	25.702	1.223	348869.469	37891.570	1435.708	41.942	0.053	0.001	0.714	0.042	0.241	0.018
238	0.433	0.018	0.333	0.010	25.652	1.209	344328.969	37130.227	1438.919	41.951	0.055	0.002	0.775	0.056	0.302	0.029
239	0.428	0.017	0.332	0.010	25.207	1.176	332370.062	37075.402	1428.664	40.890	0.055	0.002	0.816	0.071	0.273	0.035
240	0.427	0.017	0.337	0.010	25.093	1.164	326350.250	36565.965	1428.412	40.553	0.054	0.002	0.752	0.062	0.293	0.029
241	0.424	0.016	0.333	0.009	25.067	1.148	323679.625	35772.098	1429.884	40.480	0.054	0.002	0.805	0.068	0.237	0.023
242	0.426	0.015	0.335	0.009	25.078	1.116	319812.281	33821.109	1436.542	40.022	0.052	0.002	0.663	0.042	0.252	0.021
243	0.423	0.015	0.334	0.009	24.919	1.114	313035.875	32989.023	1433.774	41.018	0.054	0.002	0.730	0.057	0.253	0.023
244	0.425	0.015	0.339	0.009	24.991	1.095	310668.469	31816.910	1440.084	41.180	0.055	0.002	0.769	0.056	0.253	0.022
245	0.429	0.015	0.344	0.010	25.180	1.070	313136.688	31552.336	1452.552	40.519	0.054	0.002	0.712	0.061	0.261	0.025
246	0.428	0.014	0.342	0.009	25.111	1.032	306836.312	30262.127	1456.010	38.801	0.056	0.002	0.804	0.072	0.286	0.033
247	0.440	0.015	0.352	0.010	26.026	1.036	323352.188	32980.750	1494.311	33.811	0.056	0.002	0.794	0.061	0.250	0.024
248	0.437	0.016	0.345	0.011	25.859	1.021	318287.625	31949.955	1488.384	34.064	0.058	0.002	0.797	0.065	0.302	0.026
249	0.440	0.015	0.353	0.011	25.755	1.039	315851.125	32247.189	1481.803	34.845	0.058	0.003	0.791	0.064	0.269	0.022
250	0.435	0.014	0.350	0.011	25.454	1.008	307083.781	30903.621	1470.852	34.320	0.055	0.003	0.721	0.068	0.261	0.031
251	0.437	0.013	0.347	0.010	25.740	0.975	311215.125	30344.625	1483.524	33.902	0.053	0.003	0.709	0.064	0.212	0.022
252	0.448	0.013	0.360	0.010	26.411	0.919	319340.594	28535.113	1512.291	30.998	0.054	0.002	0.726	0.064	0.256	0.026
253	0.445	0.013	0.357	0.009	26.315	0.902	315241.969	27889.287	1508.800	30.875	0.054	0.002	0.684	0.054	0.252	0.023
254	0.445	0.013	0.356	0.009	26.305	0.920	311380.219	27285.105	1507.889	32.572	0.056	0.002	0.717	0.052	0.237	0.024
255	0.444	0.013	0.357	0.009	26.077	0.859	299560.375	24202.656	1500.444	31.892	0.054	0.002	0.678	0.053	0.243	0.020
256	0.447	0.012	0.360	0.009	26.212	0.883	303917.000	25043.508	1499.435	32.903	0.057	0.002	0.772	0.061	0.242	0.023
257	0.444	0.013	0.359	0.009	26.237	0.878	302045.094	24599.604	1504.990	32.918	0.052	0.002	0.632	0.048	0.218	0.019
258	0.445	0.012	0.365	0.010	26.106	0.854	298375.312	24406.000	1503.604	32.842	0.057	0.002	0.736	0.058	0.273	0.027
259	0.441	0.012	0.362	0.009	26.095	0.837	294829.531	23877.654	1507.462	32.218	0.056	0.002	0.740	0.060	0.255	0.026
260	0.439	0.011	0.363	0.008	25.892	0.807	288932.969	23306.834	1505.308	31.338	0.056	0.002	0.741	0.067	0.270	0.030
261	0.436	0.011	0.361	0.010	25.594	0.800	281617.594	22779.654	1496.748	31.486	0.057	0.002	0.719	0.049	0.250	0.020
262	0.437	0.011	0.357	0.009	25.524	0.809	279275.031	22685.547	1493.980	31.802	0.055	0.002	0.714	0.071	0.261	0.034
263	0.438	0.011	0.361	0.009	25.460	0.796	276020.812	22063.410	1493.227	31.890	0.056	0.002	0.698	0.060	0.271	0.026
264	0.438	0.011	0.361	0.009	25.519	0.786	274681.594	21412.760	1492.424	31.574	0.055	0.002	0.707	0.057	0.233	0.030
265	0.443	0.011	0.371	0.010	25.683	0.796	276610.750	21266.633	1498.093	31.493	0.054	0.002	0.655	0.055	0.241	0.025
266	0.440	0.011	0.366	0.009	25.667	0.797	274620.656	21098.887	1497.136	31.507	0.052	0.002	0.623	0.054	0.226	0.023
267	0.447	0.011	0.377	0.010	25.837	0.759	276031.625	20753.896	1505.638	30.202	0.052	0.002	0.629	0.057	0.245	0.032
268	0.445	0.010	0.377	0.010	25.568	0.749	264982.562	19243.904	1497.289	30.050	0.050	0.002	0.570	0.046	0.197	0.019
269	0.442	0.010	0.376	0.010	25.474	0.735	260438.781	18742.990	1495.818	29.561	0.054	0.002	0.658	0.055	0.232	0.028
270	0.443	0.011	0.383	0.011	25.206	0.781	253650.266	19024.928	1483.892	33.202	0.053	0.002	0.605	0.042	0.225	0.020
271	0.440	0.011	0.376	0.011	25.340	0.707	250762.719	17525.459	1491.649	30.160	0.054	0.002	0.625	0.038	0.230	0.021
272	0.441	0.011	0.379	0.011	25.258	0.702	248180.578	17462.232	1488.709	29.472	0.053	0.002	0.605	0.053	0.219	0.021
273	0.434	0.011	0.375	0.010	25.135	0.715	248243.859	19370.504	1486.978	29.998	0.054	0.002	0.613	0.041	0.235	0.020
274	0.435	0.011	0.377	0.010	25.183	0.707	246516.453	18945.191	1491.701	29.985	0.054	0.002	0.646	0.056	0.251	0.022
275	0.442	0.010	0.387	0.010	25.427	0.655	250088.844	18500.334	1503.181	26.643	0.053	0.002	0.630	0.061	0.201	0.022
276	0.437	0.010	0.385	0.010	25.079	0.662	244203.312	18962.076	1490.728	26.122	0.051	0.002	0.569	0.049	0.209	0.021
277	0.440	0.010	0.381	0.010	25.084	0.657	242739.859	18793.994	1489.415	26.404	0.052	0.002	0.628	0.061	0.208	0.029
278	0.439	0.011	0.378	0.010	24.858	0.642	234908.938	17895.275	1481.159	26.476	0.055	0.002	0.624	0.048	0.223	0.020
279	0.453	0.015	0.376	0.011	25.829	0.914	260141.281	27523.607	1492.197	26.539	0.056	0.002	0.667	0.053	0.217	0.025
280	0.449	0.015	0.374	0.012	25.742	0.897	256890.562	27174.014	1493.437	26.554	0.054	0.002	0.609	0.052	0.213	0.020
281	0.447	0.014	0.371	0.011	25.724	0.908	255039.016	27253.180	1493.726	27.607	0.053	0.002	0.575	0.033	0.188	0.017
282	0.434	0.010	0.376	0.010	24.756	0.657	227033.625	16857.533	1481.988	29.313	0.051	0.002	0.564	0.046	0.224	0.023
283	0.426	0.011	0.369	0.010	24.187	0.681	213962.953	15861.666	1457.251	30.108	0.053	0.002	0.534	0.032	0.208	0.019
284	0.426	0.011	0.376	0.010	24.023	0.656	209202.859	15234.353	1455.171	29.348	0.051	0.002	0.549	0.050	0.215	0.022
285	0.418	0.011	0.367	0.010	23.856	0.644	204874.906	14894.246	1452.239	28.788	0.048	0.002	0.467	0.040	0.171	0.017
286	0.411	0.011	0.366	0.010	23.379	0.629	194093.297	14076.801	1436.063	27.829	0.053	0.002	0.535	0.043	0.231	0.019
287	0.421	0.013	0.372	0.010	24.092	0.866	203795.703	16024.561	1449.777	29.026	0.054	0.002	0.555	0.053	0.225	0.025
288	0.419	0.013	0.371	0.010	24.042	0.855	200840.859	15564.354	1451.050	29.019	0.051	0.002	0.502	0.046	0.197	0.022
289	0.417	0.013	0.363	0.011	24.163	0.867	203794.812	16404.381	1456.734	29.862	0.053	0.002	0.576	0.050	0.201	0.028
290	0.419	0.013	0.366	0.011	24.080	0.866	200705.578	15946.304	1455.149	30.229	0.051	0.002	0.489	0.036	0.184	0.024
291	0.422	0.013	0.373	0.011	23.858	0.857	195925.625	15497.157	1449.301	30.128	0.050	0.002	0.501	0.039	0.165	0.018
292	0.415	0.012	0.379	0.013	23.525	0.751	189301.047	14596.067	1445.107	29.478	0.053	0.002	0.559	0.052	0.201	0.017
293	0.417	0.012	0.375	0.012	23.509	0.748	187049.719	14269.615	1443.263	29.319	0.052	0.002	0.516	0.040	0.192	0.016
294	0.415	0.011	0.381	0.012	23.304	0.723	183020.188	13762.772	1436.128	29.314	0.051	0.002	0.504	0.047	0.167	0.017
295	0.431	0.016	0.378	0.013	24.028	1.044	206747.078	24338.568	1426.730	31.638	0.050	0.002	0.484	0.047	0.169	0.020
296	0.433	0.016	0.377	0.014	24.230	1.040	206625.266	24305.562	1433.337	30.615	0.051	0.002	0.526	0.057	0.172	0.018
297	0.438	0.015	0.388	0.014	24.082	1.027	202775.688	24140.168	1426.067	30.952	0.049	0.002	0.475	0.046	0.178	0.020
298	0.438	0.016	0.393	0.015	24.005	1.005	199224.578	23234.955	1422.928	30.922	0.050	0.002	0.467	0.046	0.156	0.017
299	0.434	0.017	0.391	0.017	23.781	1.010	193432.359	22751.762	1413.825	32.162	0.053	0.002	0.523	0.045	0.178	0.016
300	0.436	0.016	0.388	0.014	24.012	1.001	194950.625	22402.262	1421.425	32.398	0.051	0.002	0.472	0.042	0.173	0.015
301	0.439	0.014	0.389	0.013	24.370	0.933	198027.734	21377.443	1439.607	29.939	0.051	0.002	0.484	0.045	0.172	0.017
302	0.433	0.014	0.384	0.014	24.074	0.929	191640.547	20627.793	1429.120	31.855	0.055	0.002	0.544	0.045	0.205	0.021
303	0.431	0.015	0.386	0.015	23.466	0.945	180799.188	20486.047	1402.872	34.154	0.049	0.002	0.442	0.041	0.166	0.016
304	0.435	0.015	0.392	0.014	23.592	0.931	181744.953	20019.432	1407.353	33.490	0.054	0.002	0.490	0.038	0.207	0.022
305	0.433	0.015	0.391	0.015	23.607	0.923	180431.719	19445.715	1408.991	33.582	0.052	0.002	0.470	0.039	0.168	0.015
306	0.432	0.014	0.390	0.014	23.463	0.924	177592.125	19424.693	1400.030	34.891	0.053	0.002	0.493	0.043	0.177	0.015
307	0.431	0.015	0.390	0.015	23.363	0.923	175397.844	19062.328	1398.580	35.489	0.049	0.003	0.456	0.046	0.182	0.019
308	0.427	0.014	0.389	0.015	23.222	0.924	172115.594	18662.062	1396.580	35.924	0.048	0.002	0.447	0.044	0.156	0.019
309	0.436	0.015	0.403	0.016	23.496	0.915	168625.875	15750.696	1411.556	39.693	0.051	0.003	0.450	0.043	0.162	0.018
310	0.436	0.016	0.402	0.017	23.599	0.945	171009.703	16942.990	1411.798	39.288	0.047	0.002	0.385	0.034	0.144	0.015
311	0.431	0.016	0.394	0.017	23.354	0.962	166817.797	16685.719	1404.141	41.815	0.051	0.002	0.442	0.042	0.181	0.020
312	0.428	0.016	0.392	0.016	23.420	0.957	165739.297	16580.584	1412.101	41.888	0.051	0.003	0.467	0.049	0.200	0.027
313	0.431	0.015	0.404	0.016	23.142	0.957	162137.562	16775.863	1402.957	41.954	0.051	0.002	0.465	0.046	0.173	0.020
314	0.434	0.015	0.411	0.016	23.542	0.873	161968.312	16312.249	1430.971	35.293	0.051	0.002	0.445	0.042	0.154	0.015
315	0.429	0.016	0.402	0.018	23.254	0.955	159103.562	16240.736	1417.068	41.761	0.051	0.002	0.447	0.041	0.152	0.014
316	0.424	0.016	0.394	0.017	23.029	1.024	159865.219	17953.789	1404.944	44.537	0.048	0.002	0.390	0.035	0.152	0.017
317	0.428	0.016	0.398	0.017	23.069	1.014	161377.188	17995.293	1407.225	44.815	0.050	0.002	0.402	0.034	0.154	0.015
318	0.426	0.018	0.393	0.018	22.827	1.191	167015.000	23752.805	1380.081	53.100	0.049	0.002	0.411	0.044	0.159	0.019
319	0.452	0.018	0.410	0.017	24.104	1.110	180545.484	23949.662	1434.439	43.802	0.047	0.002	0.335	0.031	0.145	0.014
320	0.445	0.017	0.411	0.016	23.634	1.031	166954.359	18095.648	1423.589	44.200	0.048	0.002	0.396	0.040	0.128	0.012
321	0.446	0.017	0.410	0.017	23.578	1.013	164464.688	17515.477	1420.906	44.300	0.047	0.002	0.366	0.036	0.135	0.014
322	0.446	0.017	0.405	0.017	23.358	1.006	159582.672	16927.047	1407.706	44.447	0.048	0.003	0.378	0.040	0.147	0.019
323	0.448	0.016	0.409	0.016	23.407	0.966	157093.828	16168.022	1412.202	42.094	0.048	0.002	0.372	0.037	0.137	0.013
324	0.455	0.018	0.418	0.019	23.599	1.025	160538.625	17989.504	1411.284	40.700	0.049	0.002	0.398	0.042	0.141	0.014
325	0.453	0.018	0.423	0.018	23.444	1.035	158156.984	18283.100	1403.464	40.959	0.046	0.002	0.329	0.032	0.127	0.010
326	0.451	0.018	0.421	0.018	23.187	1.045	154118.203	18007.793	1392.898	41.631	0.047	0.003	0.381	0.051	0.138	0.015
327	0.450	0.016	0.425	0.017	23.351	0.991	153292.844	17735.426	1407.890	37.202	0.046	0.003	0.359	0.045	0.125	0.013
328	0.447	0.016	0.427	0.017	23.049	1.009	149812.438	17464.928	1396.812	39.443	0.047	0.002	0.355	0.041	0.142	0.016
329	0.448	0.016	0.431	0.018	23.057	0.980	148365.234	16910.898	1405.452	39.248	0.049	0.003	0.366	0.037	0.146	0.015
330	0.454	0.017	0.436	0.018	23.056	0.964	146906.297	16860.980	1410.552	38.415	0.049	0.002	0.385	0.039	0.129	0.013
331	0.448	0.017	0.431	0.018	22.972	0.955	144591.344	16487.766	1409.834	37.372	0.050	0.002	0.381	0.041	0.159	0.018
332	0.448	0.017	0.424	0.018	22.934	0.973	141706.453	15944.343	1406.873	37.395	0.049	0.003	0.372	0.043	0.139	0.018
333	0.456	0.020	0.427	0.020	23.156	1.227	155655.344	23053.695	1389.293	44.469	0.044	0.002	0.280	0.026	0.101	0.008
334	0.449	0.020	0.419	0.018	22.942	1.205	151178.500	21701.836	1380.783	45.055	0.047	0.003	0.355	0.040	0.131	0.013
335	0.457	0.021	0.432	0.019	23.089	1.206	151279.719	21812.818	1389.910	44.839	0.048	0.003	0.367	0.052	0.146	0.023
336	0.462	0.019	0.426	0.018	23.380	1.209	155821.234	22293.043	1395.833	45.470	0.051	0.003	0.367	0.040	0.158	0.017
337	0.466	0.021	0.431	0.019	23.422	1.264	155753.188	22504.393	1394.864	47.370	0.049	0.002	0.341	0.036	0.139	0.013
338	0.458	0.021	0.418	0.019	23.629	1.273	154935.062	21592.357	1401.586	49.411	0.050	0.002	0.334	0.031	0.136	0.013
339	0.463	0.021	0.429	0.021	23.453	1.267	152231.203	21147.488	1396.438	50.128	0.047	0.002	0.317	0.033	0.143	0.018
340	0.467	0.020	0.450	0.019	23.668	1.171	150144.391	20654.867	1419.245	43.012	0.049	0.003	0.379	0.048	0.150	0.017
341	0.473	0.021	0.441	0.020	24.081	1.241	154038.875	20645.340	1424.622	46.256	0.043	0.003	0.312	0.045	0.129	0.015
342	0.475	0.020	0.442	0.019	23.961	1.237	152383.484	20666.686	1416.755	46.968	0.045	0.002	0.285	0.028	0.124	0.012
343	0.470	0.022	0.438	0.021	23.592	1.295	149061.422	20259.045	1395.314	52.853	0.045	0.003	0.327	0.046	0.128	0.015
344	0.464	0.022	0.437	0.022	22.881	1.340	141565.125	19759.297	1361.261	59.549	0.046	0.003	0.299	0.034	0.132	0.013
345	0.460	0.020	0.438	0.021	22.937	1.323	140528.500	19634.107	1371.748	59.702	0.047	0.003	0.300	0.033	0.115	0.011
346	0.460	0.022	0.447	0.023	22.892	1.319	139026.828	19576.119	1371.977	59.610	0.048	0.003	0.343	0.039	0.151	0.017
347	0.459	0.021	0.436	0.022	23.167	1.268	138188.688	19165.045	1388.657	57.049	0.048	0.003	0.309	0.031	0.132	0.014
348	0.458	0.021	0.438	0.022	23.345	1.253	138079.000	18680.777	1401.792	57.481	0.045	0.003	0.293	0.034	0.103	0.011
349	0.450	0.020	0.449	0.021	21.808	1.216	118986.406	14603.732	1335.659	58.783	0.044	0.003	0.290	0.040	0.118	0.013
350	0.463	0.019	0.465	0.021	22.755	1.068	122073.391	13879.771	1395.858	50.245	0.047	0.003	0.310	0.038	0.149	0.024
351	0.469	0.018	0.471	0.021	22.793	1.018	120392.391	13562.428	1402.636	48.448	0.046	0.003	0.320	0.042	0.117	0.013
352	0.467	0.018	0.462	0.021	22.814	1.028	119236.344	13379.503	1403.609	50.212	0.042	0.002	0.245	0.030	0.101	0.011
353	0.468	0.018	0.473	0.021	23.003	1.032	119411.289	13309.644	1416.083	50.288	0.043	0.002	0.249	0.030	0.104	0.012
354	0.468	0.018	0.479	0.023	23.051	1.042	118756.109	13330.864	1419.088	51.085	0.050	0.003	0.327	0.038	0.123	0.012
355	0.481	0.021	0.474	0.025	23.539	1.034	120063.562	13252.278	1438.856	50.237	0.043	0.003	0.247	0.030	0.100	0.014
356	0.485	0.018	0.484	0.023	23.435	1.015	117798.609	13059.267	1439.914	49.698	0.043	0.003	0.252	0.031	0.128	0.018
357	0.476	0.019	0.473	0.023	22.972	1.108	113229.961	13221.215	1416.743	54.347	0.044	0.003	0.246	0.028	0.108	0.013
358	0.493	0.023	0.487	0.025	23.142	1.164	113738.812	13311.850	1419.945	55.710	0.045	0.003	0.250	0.028	0.106	0.012
359	0.494	0.021	0.488	0.023	24.527	1.155	120941.102	12833.093	1479.171	52.711	0.044	0.003	0.248	0.030	0.108	0.013
360	0.497	0.020	0.498	0.024	24.575	1.184	120536.633	13631.211	1471.117	52.567	0.051	0.002	0.303	0.032	0.142	0.019
361	0.490	0.020	0.490	0.023	24.067	1.162	119699.289	13955.030	1452.768	51.484	0.046	0.003	0.255	0.030	0.111	0.013
362	0.484	0.021	0.485	0.023	23.663	1.140	113054.062	13304.965	1440.849	50.754	0.045	0.003	0.266	0.033	0.105	0.013
363	0.483	0.019	0.486	0.023	23.482	1.136	110840.727	12965.806	1435.543	51.525	0.044	0.003	0.250	0.028	0.101	0.011
364	0.489	0.020	0.495	0.022	23.376	1.109	108491.617	12740.284	1432.859	51.392	0.046	0.003	0.266	0.035	0.108	0.011
365	0.491	0.021	0.493	0.024	23.323	1.085	106862.531	12442.274	1434.151	51.060	0.044	0.003	0.247	0.033	0.125	0.015
366	0.486	0.022	0.484	0.023	23.353	1.229	112023.508	16913.176	1416.712	53.824	0.051	0.003	0.300	0.037	0.143	0.016
367	0.485	0.022	0.483	0.023	23.258	1.231	110999.711	16940.072	1415.839	54.509	0.048	0.003	0.269	0.029	0.121	0.015
368	0.480	0.021	0.480	0.024	22.999	1.220	106191.070	16182.230	1406.512	53.718	0.048	0.003	0.276	0.039	0.115	0.011
369	0.485	0.021	0.495	0.023	23.381	1.122	105750.594	15591.984	1437.290	45.837	0.045	0.003	0.236	0.029	0.101	0.012
370	0.489	0.021	0.494	0.023	23.565	1.117	106537.602	15158.364	1444.471	46.792	0.053	0.003	0.303	0.035	0.127	0.014
371	0.486	0.021	0.489	0.024	23.580	1.090	104883.453	14607.548	1448.947	45.180	0.046	0.003	0.244	0.027	0.099	0.011
372	0.476	0.021	0.478	0.024	23.368	1.056	103493.258	14576.856	1444.334	42.767	0.048	0.003	0.251	0.033	0.111	0.012
373	0.479	0.022	0.478	0.023	23.479	1.089	105006.758	14464.650	1439.803	43.012	0.045	0.003	0.242	0.035	0.102	0.012
374	0.481	0.021	0.499	0.022	23.314	1.104	102730.117	14272.597	1427.036	44.134	0.043	0.003	0.231	0.034	0.100	0.011
375	0.478	0.021	0.488	0.022	23.248	1.110	101355.953	14016.062	1421.576	44.645	0.047	0.003	0.244	0.029	0.113	0.014
376	0.484	0.022	0.491	0.023	23.329	1.114	101036.703	14270.378	1422.525	44.618	0.041	0.003	0.195	0.025	0.092	0.010
377	0.483	0.022	0.494	0.023	23.445	1.119	102752.008	14417.995	1422.135	45.010	0.045	0.003	0.241	0.033	0.109	0.014
378	0.500	0.022	0.517	0.023	23.446	1.143	101648.750	14353.469	1420.382	47.218	0.045	0.003	0.230	0.032	0.098	0.011
379	0.491	0.020	0.507	0.022	23.349	1.125	99757.406	13935.790	1421.798	47.784	0.046	0.003	0.263	0.037	0.103	0.013
380	0.489	0.021	0.492	0.021	23.431	1.141	98900.648	13321.608	1422.013	50.015	0.048	0.004	0.245	0.032	0.130	0.022
381	0.490	0.021	0.496	0.022	23.392	1.133	96394.258	12455.516	1423.612	49.081	0.051	0.003	0.284	0.036	0.117	0.013
